1994-05-01,1.5998764233383352458292876700,DFEMX,Monthly
1994-06-01,0.3931278642948676179926587200,DFEMX,Monthly
1994-07-01,7.2541214140452598329799662500,DFEMX,Monthly
1994-08-01,8.958144225920322743318204740,DFEMX,Monthly
1994-09-01,1.0071090047393364928909952600,DFEMX,Monthly
1994-10-01,-2.9893695014662756598240469200,DFEMX,Monthly
1994-11-01,-3.2534149521056509663889361200,DFEMX,Monthly
1994-12-01,-7.2568203565918722049719764900,DFEMX,Monthly
1995-01-01,-9.256490703501716114632246110,DFEMX,Monthly
1995-02-01,-0.6311637080867850098619329400,DFEMX,Monthly
1995-03-01,4.3387899026224225299488592600,DFEMX,Monthly
1995-04-01,4.8678409167207537879635639300,DFEMX,Monthly
1995-05-01,7.0620624893290080245859655100,DFEMX,Monthly
1995-06-01,0.5402172829662115020432572500,DFEMX,Monthly
1995-07-01,3.9535252597351098421762233300,DFEMX,Monthly
1995-08-01,-3.803166126263589547968720200,DFEMX,Monthly
1995-09-01,-1.8855579348084701403759219600,DFEMX,Monthly
1995-10-01,-3.4798423764777205213701121600,DFEMX,Monthly
1995-11-01,-1.3315746498335531687708058500,DFEMX,Monthly
1995-12-01,2.9367453901160693445371018700,DFEMX,Monthly
1996-01-01,10.704788604646368864793551980,DFEMX,Monthly
1996-02-01,-2.1208848502904811559660360500,DFEMX,Monthly
1996-03-01,0.7799866831541900504137734200,DFEMX,Monthly
1996-04-01,2.8371873525247758376592732400,DFEMX,Monthly
1996-05-01,0,DFEMX,Monthly
1996-06-01,0.7525973787583978853849260300,DFEMX,Monthly
1996-07-01,-8.546494680075790701063984840,DFEMX,Monthly
1996-08-01,2.8129171065999960156981492900,DFEMX,Monthly
1996-09-01,2.1178476622294561026177604700,DFEMX,Monthly
1996-10-01,-2.2465940571515312511859132500,DFEMX,Monthly
1996-11-01,3.5366279746884584028883108800,DFEMX,Monthly
1996-12-01,1.3235845519310086239220097500,DFEMX,Monthly
1997-01-01,10.109906376050031454686748330,DFEMX,Monthly
1997-02-01,1.2350865400772979331204839500,DFEMX,Monthly
1997-03-01,-2.8201510498796580629097850400,DFEMX,Monthly
1997-04-01,-3.8431318962866805588767806500,DFEMX,Monthly
1997-05-01,4.8937757567145090237317038500,DFEMX,Monthly
1997-06-01,4.1218607644239724983488848600,DFEMX,Monthly
1997-07-01,0.0748149955273643978206066500,DFEMX,Monthly
1997-08-01,-14.552014431749849669272399280,DFEMX,Monthly
1997-09-01,4.1044563212050896779960819400,DFEMX,Monthly
1997-10-01,-14.849730519777107883438384950,DFEMX,Monthly
1997-11-01,-5.318943506340249318771858300,DFEMX,Monthly
1997-12-01,-0.6934372733865119651921682400,DFEMX,Monthly
1998-01-01,-1.9419469672767103281456802500,DFEMX,Monthly
1998-02-01,9.790323706685904447185311020,DFEMX,Monthly
1998-03-01,3.5079910127601848319131798700,DFEMX,Monthly
1998-04-01,-1.6464276206663526713492924900,DFEMX,Monthly
1998-05-01,-11.515959108038893168710570700,DFEMX,Monthly
1998-06-01,-9.009835756976798908183914540,DFEMX,Monthly
1998-07-01,4.155783702707595231322247800,DFEMX,Monthly
1998-08-01,-25.352567285728473532624888270,DFEMX,Monthly
1998-09-01,0.3159820389156826875103941500,DFEMX,Monthly
1998-10-01,16.143899204244031830238726790,DFEMX,Monthly
1998-11-01,10.123040908961146478631990640,DFEMX,Monthly
1998-12-01,2.9163966299416720674011665600,DFEMX,Monthly
1999-01-01,-2.4080604534005037783375314900,DFEMX,Monthly
1999-02-01,0.9859591162502581044806937800,DFEMX,Monthly
1999-03-01,9.047692071768133721821806470,DFEMX,Monthly
1999-04-01,17.824497257769652650822669100,DFEMX,Monthly
1999-05-01,-0.1909649698633406934415468200,DFEMX,Monthly
1999-06-01,9.819631290483308420528151470,DFEMX,Monthly
1999-07-01,-1.5625567130049725962759972400,DFEMX,Monthly
1999-08-01,-0.4406260946516472778894194400,DFEMX,Monthly
1999-09-01,-3.2776563830969223362097700100,DFEMX,Monthly
1999-10-01,3.846301118088528105376014700,DFEMX,Monthly
1999-11-01,9.083534595601113548791504580,DFEMX,Monthly
1999-12-01,15.207544618712817739318550570,DFEMX,Monthly
2000-01-01,-1.5535604260188363700378487800,DFEMX,Monthly
2000-02-01,-2.6569508397037566870818245500,DFEMX,Monthly
2000-03-01,0.5909007409221725552629967500,DFEMX,Monthly
2000-04-01,-6.4525947344392025566884796800,DFEMX,Monthly
2000-05-01,-5.5636896046852122986822840400,DFEMX,Monthly
2000-06-01,1.9913867355727820844099913900,DFEMX,Monthly
2000-07-01,-5.8592034591088741005979123700,DFEMX,Monthly
2000-08-01,1.0388072555035254857634964200,DFEMX,Monthly
2000-09-01,-7.1862348178137651821862348200,DFEMX,Monthly
2000-10-01,-6.359409975319979337657119900,DFEMX,Monthly
2000-11-01,-6.2989069363571355603228113200,DFEMX,Monthly
2000-12-01,5.3072260259037983515764685400,DFEMX,Monthly
2001-01-01,10.330048037104522113632598970,DFEMX,Monthly
2001-02-01,-9.090738481749085108379468890,DFEMX,Monthly
2001-03-01,-9.900703949133998059495055840,DFEMX,Monthly
2001-04-01,4.3303929430633520449077786700,DFEMX,Monthly
2001-05-01,0.744482266388492368507741300,DFEMX,Monthly
2001-06-01,-2.1123076252343375332432314600,DFEMX,Monthly
2001-07-01,-3.5608506847789778421111234800,DFEMX,Monthly
2001-08-01,0.895949752921073292384427100,DFEMX,Monthly
2001-09-01,-16.297432141712820982285897380,DFEMX,Monthly
2001-10-01,2.9147185081891012495556831500,DFEMX,Monthly
2001-11-01,10.938122691888732431786179230,DFEMX,Monthly
2001-12-01,7.8192355589615863588466328200,DFEMX,Monthly
2002-01-01,5.5618489149508007374336420800,DFEMX,Monthly
2002-02-01,-1.3424513413992635455023671800,DFEMX,Monthly
2002-03-01,4.1887943353168255593234798600,DFEMX,Monthly
2002-04-01,1.005097132095555873984155900,DFEMX,Monthly
2002-05-01,-2.4887519760042154756596814100,DFEMX,Monthly
2002-06-01,-7.6526582699422205595045101200,DFEMX,Monthly
